Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
110000.0,skoda octavia 2012,2012,Manuelle,Diesel,225000.0,Skoda,Octavia,5,WW au Maroc,Non,8 CV,Très bon,"Climatisation, Limiteur de vitesse, Régulateur de vitesse, Vitres électriques"
330000.0,Jeep Wrangler Diesel Automatique 2015 à Nador,2015,Automatique,Diesel,125000.0,Jeep,Wrangler,5,WW au Maroc,Non,11 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
92000.0,dacia sandero stepway 2012 premiere main,2012,Manuelle,Diesel,185000.0,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Verrouillage centralisé à distance"
150000.0,Peugeot 208,2022,Manuelle,Diesel,27500.0,Peugeot,208,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
138000.0,peugeot 208,2018,Manuelle,Diesel,225000.0,Peugeot,208,5,WW au Maroc,Oui,6 CV,Excellent,"Airbags, Caméra de recul, Climatisation, Jantes aluminium, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Vitres électriques"
135000.0,Mercedes-benz C220 (Automatique),2009,Automatique,Diesel,275000.0,Mercedes-Benz,220,5,WW au Maroc,Oui,9 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
68000.0,Dacia logan,2008,Manuelle,Diesel,275000.0,Dacia,Sandero,5,WW au Maroc,Non,6 CV,Bon,"Airbags, Climatisation, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques"
130000.0,Hyundai ix35 Diesel Automatique 2013 à Casablanca,2013,Automatique,Diesel,165000.0,Hyundai,ix35,5,WW au Maroc,Non,8 CV,Très bon,"CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Ordinateur de bord, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
200000.0,BMW,2014,Automatique,Diesel,2500.0,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
385000.0,Volkswagen Transporter Diesel Automatique 2022,2022,Automatique,Diesel,125000.0,Volkswagen,Transporter,5,Pas encore dédouanée,Non,8 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
118000.0,voiture Dacia,2019,Manuelle,Diesel,2500.0,Dacia,Logan,3,WW au Maroc,Non,6 CV,Très bon,"Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques"
74000.0,Toyota Yaris,2012,Manuelle,Essence,225000.0,Toyota,Yaris,5,WW au Maroc,Non,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Ordinateur de bord, Verrouillage centralisé à distance, Vitres électriques"
145000.0,Renault Clio4 automatique fin 2018 diesel,2018,Automatique,Diesel,105000.0,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
130000.0,Ford Fiesta Diesel Manuelle 2017 à Kénitra,2017,Manuelle,Diesel,7500.0,Ford,Fiesta,5,WW au Maroc,Oui,6 CV,Excellent,"Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Ordinateur de bord, Verrouillage centralisé à distance, Vitres électriques"
125000.0,Kia Picanto Essence Manuelle 2022 à Marrakech,2022,Manuelle,Essence,62500.0,Kia,Picanto,5,WW au Maroc,Non,6 CV,Très bon,Aucun
210000.0,Tiguan 2018 automatique en très bon état,2018,Automatique,Diesel,195000.0,Volkswagen,Tiguan,5,WW au Maroc,Non,8 CV,Excellent,Aucun
